codigo_siniestro,fecha,anio,hora,franja_horaria,distrito,zona,tipo_via,clase_siniestro,cantidad_fallecidos,cantidad_lesionados,n_vehiculos,vehiculo_fugado,soat_no_vigente
A-2021-01-248,2021-01-01,2021,05:45,MADRUGADA (00-05),PACHACAMAC,URBANA,AVENIDA,DESPISTE,1,3,1,NO,SI
A-2021-01-254,2021-01-01,2021,14:00,TARDE (12-17),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2021-01-258,2021-01-03,2021,00:35,MADRUGADA (00-05),VILLA EL SALVADOR,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-01-260,2021-01-04,2021,01:35,MADRUGADA (00-05),ATE,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-01-262,2021-01-06,2021,20:40,NOCHE (18-23),CHORRILLOS,URBANA,AVENIDA,CHOQUE,2,0,2,NO,NO
A-2021-01-264,2021-01-09,2021,10:00,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2021-01-265,2021-01-11,2021,09:20,MANANA (06-11),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2021-01-267,2021-01-14,2021,01:10,MADRUGADA (00-05),LURIN,URBANA,OTRO,VOLCADURA,1,0,2,NO,NO
A-2021-01-266,2021-01-14,2021,06:00,MANANA (06-11),SANTA ANITA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-01-269,2021-01-16,2021,18:30,NOCHE (18-23),COMAS,URBANA,AVENIDA,DESPISTE,1,1,1,NO,SI
A-2021-01-392,2021-01-16,2021,19:45,NOCHE (18-23),LA PERLA,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2021-01-129,2021-01-17,2021,08:00,MANANA (06-11),CALLAO,URBANA,CARRETERA,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2021-01-270,2021-01-19,2021,09:30,MANANA (06-11),LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,4,2,NO,NO
A-2021-01-271,2021-01-23,2021,13:00,TARDE (12-17),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-01-272,2021-01-23,2021,17:35,TARDE (12-17),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-01-195,2021-01-24,2021,20:10,NOCHE (18-23),VENTANILLA,URBANA,CARRETERA,DESPISTE,1,0,2,NO,NO
A-2021-01-273,2021-01-25,2021,08:00,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-01-274,2021-01-25,2021,11:30,MANANA (06-11),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2021-01-381,2021-01-26,2021,06:50,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2021-01-282,2021-01-28,2021,05:00,MADRUGADA (00-05),COMAS,RURAL,CARRETERA,CHOQUE FUGA,1,1,2,SI,NO
A-2021-01-284,2021-01-28,2021,17:20,TARDE (12-17),CARABAYLLO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-01-288,2021-01-29,2021,10:14,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-01-356,2021-01-30,2021,00:10,MADRUGADA (00-05),LURIGANCHO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-01-391,2021-01-30,2021,21:10,NOCHE (18-23),CALLAO,URBANA,CARRETERA,CHOQUE,1,1,2,NO,NO
A-2021-02-248,2021-02-01,2021,04:47,MADRUGADA (00-05),SAN ISIDRO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-02-251,2021-02-01,2021,07:10,MANANA (06-11),COMAS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-02-124,2021-02-08,2021,11:30,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2021-02-127,2021-02-08,2021,15:40,TARDE (12-17),EL AGUSTINO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-02-249,2021-02-09,2021,20:00,NOCHE (18-23),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-02-250,2021-02-09,2021,21:12,NOCHE (18-23),LA VICTORIA,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2021-02-254,2021-02-10,2021,13:00,TARDE (12-17),SURQUILLO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-02-252,2021-02-10,2021,15:30,TARDE (12-17),LURIN,URBANA,CARRETERA,DESPISTE,1,0,2,NO,NO
A-2021-02-253,2021-02-10,2021,16:15,TARDE (12-17),SAN LUIS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-02-255,2021-02-12,2021,07:15,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-02-244,2021-02-12,2021,11:50,MANANA (06-11),CALLAO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2021-02-258,2021-02-13,2021,08:00,MANANA (06-11),EL AGUSTINO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-02-256,2021-02-13,2021,17:20,TARDE (12-17),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,2,2,NO,SI
A-2021-02-259,2021-02-13,2021,18:50,NOCHE (18-23),MIRAFLORES,URBANA,CALLE,VOLCADURA,1,0,1,NO,NO
A-2021-02-257,2021-02-13,2021,20:40,NOCHE (18-23),CARABAYLLO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,NO,NO
A-2021-02-261,2021-02-16,2021,08:00,MANANA (06-11),LIMA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-02-260,2021-02-16,2021,18:30,NOCHE (18-23),LINCE,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2021-02-262,2021-02-17,2021,11:30,MANANA (06-11),RIMAC,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2021-02-264,2021-02-18,2021,15:25,TARDE (12-17),VILLA MARIA DEL TRIUNFO,RURAL,CALLE,CHOQUE CON OBJETO FIJO,1,3,1,NO,SI
A-2021-02-263,2021-02-18,2021,18:00,NOCHE (18-23),RIMAC,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-02-235,2021-02-19,2021,08:30,MANANA (06-11),CALLAO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2021-02-265,2021-02-19,2021,20:20,NOCHE (18-23),LIMA,URBANA,AVENIDA,ATROPELLO,2,0,1,NO,SI
A-2021-02-237,2021-02-21,2021,21:40,NOCHE (18-23),MAGDALENA DEL MAR,URBANA,OTRO,CHOQUE CON OBJETO FIJO,1,0,1,NO,NO
A-2021-02-266,2021-02-22,2021,07:30,MANANA (06-11),INDEPENDENCIA,URBANA,CARRETERA,VOLCADURA,1,0,1,NO,NO
A-2021-02-236,2021-02-23,2021,17:00,TARDE (12-17),CALLAO,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2021-02-267,2021-02-23,2021,21:00,NOCHE (18-23),SANTA ANITA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-02-268,2021-02-24,2021,08:30,MANANA (06-11),RIMAC,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-02-269,2021-02-26,2021,07:30,MANANA (06-11),SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-02-270,2021-02-27,2021,12:30,TARDE (12-17),EL AGUSTINO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-02-271,2021-02-27,2021,22:30,NOCHE (18-23),CARABAYLLO,URBANA,JIRÓN,DESPISTE,1,0,1,NO,SI
A-2021-03-69,2021-03-01,2021,08:00,MANANA (06-11),INDEPENDENCIA,URBANA,AVENIDA,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2021-03-170,2021-03-03,2021,18:00,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2021-03-171,2021-03-04,2021,20:40,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,VOLCADURA,1,0,1,NO,NO
A-2021-03-175,2021-03-05,2021,00:30,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2021-03-352,2021-03-05,2021,19:00,NOCHE (18-23),LIMA,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2021-03-201,2021-03-05,2021,21:30,NOCHE (18-23),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2021-03-202,2021-03-06,2021,03:50,MADRUGADA (00-05),COMAS,URBANA,CARRETERA,ATROPELLO,3,0,1,NO,NO
A-2021-03-349,2021-03-07,2021,12:30,TARDE (12-17),SANTA ROSA,URBANA,CARRETERA,CHOQUE CON OBJETO FIJO,1,0,1,NO,NO
A-2021-03-218,2021-03-11,2021,17:40,TARDE (12-17),PUENTE PIEDRA,URBANA,CARRETERA,CHOQUE CON OBJETO FIJO,1,0,1,NO,NO
A-2021-03-221,2021-03-12,2021,16:00,TARDE (12-17),PUEBLO LIBRE,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2021-03-346,2021-03-14,2021,03:00,MADRUGADA (00-05),COMAS,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-03-228,2021-03-16,2021,16:00,TARDE (12-17),INDEPENDENCIA,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-03-311,2021-03-16,2021,17:30,TARDE (12-17),CALLAO,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2021-03-230,2021-03-17,2021,10:30,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-03-233,2021-03-17,2021,17:00,TARDE (12-17),PUNTA NEGRA,URBANA,AVENIDA,VOLCADURA,1,0,1,NO,NO
A-2021-03-236,2021-03-19,2021,08:40,MANANA (06-11),SANTIAGO DE SURCO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2021-03-237,2021-03-20,2021,07:00,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2021-03-238,2021-03-20,2021,14:10,TARDE (12-17),EL AGUSTINO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2021-03-326,2021-03-21,2021,12:30,TARDE (12-17),INDEPENDENCIA,URBANA,PASAJE,DESPISTE,1,0,1,NO,NO
A-2021-03-240,2021-03-21,2021,20:00,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2021-03-243,2021-03-24,2021,09:30,MANANA (06-11),LA MOLINA,RURAL,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-03-353,2021-03-24,2021,14:30,TARDE (12-17),LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-03-354,2021-03-26,2021,03:50,MADRUGADA (00-05),COMAS,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2021-03-355,2021-03-26,2021,22:00,NOCHE (18-23),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-03-356,2021-03-27,2021,17:00,TARDE (12-17),VILLA EL SALVADOR,URBANA,CARRETERA,CHOQUE,1,2,2,NO,NO
A-2021-03-297,2021-03-27,2021,23:30,NOCHE (18-23),LA PERLA,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2021-03-357,2021-03-29,2021,05:50,MADRUGADA (00-05),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,2,2,NO,NO
A-2021-03-358,2021-03-29,2021,07:45,MANANA (06-11),CHORRILLOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-03-359,2021-03-29,2021,19:00,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2021-03-360,2021-03-29,2021,20:00,NOCHE (18-23),COMAS,URBANA,JIRÓN,DESPISTE,1,0,1,NO,SI
A-2021-03-361,2021-03-31,2021,15:45,TARDE (12-17),SAN ISIDRO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-03-299,2021-03-31,2021,21:40,NOCHE (18-23),LURIN,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-04-6,2021-04-01,2021,21:40,NOCHE (18-23),VENTANILLA,URBANA,AVENIDA,DESPISTE,2,5,1,NO,NO
A-2021-04-219,2021-04-03,2021,10:30,MANANA (06-11),SAN MARTIN DE PORRES,RURAL,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2021-04-220,2021-04-06,2021,10:20,MANANA (06-11),EL AGUSTINO,URBANA,AVENIDA,CHOQUE,1,4,3,NO,NO
A-2021-04-221,2021-04-07,2021,17:00,TARDE (12-17),RIMAC,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-04-222,2021-04-07,2021,18:00,NOCHE (18-23),LIMA,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-04-232,2021-04-07,2021,18:00,NOCHE (18-23),EL AGUSTINO,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2021-04-231,2021-04-07,2021,21:20,NOCHE (18-23),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-04-234,2021-04-09,2021,08:10,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,CARRETERA,DESPISTE,1,0,1,NO,SI
A-2021-04-233,2021-04-09,2021,20:20,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-04-235,2021-04-10,2021,08:00,MANANA (06-11),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-04-239,2021-04-10,2021,14:30,TARDE (12-17),LIMA,URBANA,AVENIDA,DESPISTE,1,6,4,NO,NO
A-2021-04-39,2021-04-10,2021,22:30,NOCHE (18-23),MI PERU,URBANA,AVENIDA,CHOQUE,1,2,3,NO,NO
A-2021-04-258,2021-04-11,2021,04:20,MADRUGADA (00-05),LURIN,RURAL,CARRETERA,CHOQUE,1,0,2,SI,NO
A-2021-04-240,2021-04-11,2021,09:40,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,CALLE,ATROPELLO,1,0,1,NO,NO
A-2021-04-241,2021-04-13,2021,21:40,NOCHE (18-23),ATE,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-04-242,2021-04-14,2021,17:40,TARDE (12-17),PUEBLO LIBRE,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-04-243,2021-04-15,2021,13:00,TARDE (12-17),LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,2,3,NO,NO
A-2021-04-244,2021-04-16,2021,07:20,MANANA (06-11),SAN LUIS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-04-84,2021-04-17,2021,04:45,MADRUGADA (00-05),CALLAO,URBANA,AVENIDA,CHOQUE,1,3,2,NO,NO
A-2021-04-245,2021-04-19,2021,19:45,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-04-309,2021-04-21,2021,08:00,MANANA (06-11),CARMEN DE LA LEGUA REYNOSO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-04-246,2021-04-21,2021,10:00,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-04-250,2021-04-22,2021,22:00,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-04-140,2021-04-25,2021,02:15,MADRUGADA (00-05),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-04-141,2021-04-25,2021,22:00,NOCHE (18-23),CALLAO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2021-04-252,2021-04-26,2021,02:00,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-04-310,2021-04-26,2021,07:15,MANANA (06-11),EL AGUSTINO,RURAL,OTRO,ATROPELLO FUGA,1,0,1,NO,NO
A-2021-04-253,2021-04-26,2021,12:00,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE CON OBJETO FIJO,1,0,1,NO,NO
A-2021-04-254,2021-04-26,2021,18:20,NOCHE (18-23),LOS OLIVOS,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-04-255,2021-04-26,2021,19:30,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2021-04-256,2021-04-26,2021,23:15,NOCHE (18-23),CHACLACAYO,URBANA,CARRETERA,DESPISTE,2,2,2,NO,NO
A-2021-04-259,2021-04-28,2021,04:30,MADRUGADA (00-05),LOS OLIVOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-04-261,2021-04-28,2021,16:30,TARDE (12-17),LURIN,URBANA,CALLE,ATROPELLO,1,0,1,NO,NO
A-2021-04-260,2021-04-29,2021,00:10,MADRUGADA (00-05),LOS OLIVOS,URBANA,AVENIDA,CHOQUE,1,1,2,NO,SI
A-2021-04-200,2021-04-29,2021,16:00,TARDE (12-17),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-05-124,2021-05-01,2021,05:30,MADRUGADA (00-05),LURIGANCHO,URBANA,AVENIDA,CHOQUE FUGA,1,0,2,SI,SI
A-2021-05-123,2021-05-01,2021,15:30,TARDE (12-17),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-05-125,2021-05-02,2021,09:00,MANANA (06-11),LIMA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-05-126,2021-05-03,2021,06:00,MANANA (06-11),EL AGUSTINO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-05-127,2021-05-03,2021,15:30,TARDE (12-17),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-05-128,2021-05-05,2021,21:50,NOCHE (18-23),LIMA,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,SI
A-2021-05-129,2021-05-06,2021,13:45,TARDE (12-17),CHACLACAYO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-05-130,2021-05-09,2021,02:00,MADRUGADA (00-05),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2021-05-131,2021-05-10,2021,22:00,NOCHE (18-23),LOS OLIVOS,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-05-132,2021-05-14,2021,17:45,TARDE (12-17),SANTA ANITA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2021-05-80,2021-05-17,2021,16:10,TARDE (12-17),VENTANILLA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-05-133,2021-05-18,2021,12:00,TARDE (12-17),ATE,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2021-05-134,2021-05-20,2021,07:10,MANANA (06-11),LA MOLINA,URBANA,AVENIDA,VOLCADURA,1,0,1,NO,NO
A-2021-05-116,2021-05-22,2021,21:00,NOCHE (18-23),LA PERLA,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2021-05-311,2021-05-26,2021,07:00,MANANA (06-11),LURIN,URBANA,CARRETERA,CHOQUE,1,0,2,NO,SI
A-2021-05-312,2021-05-27,2021,17:40,TARDE (12-17),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-05-313,2021-05-28,2021,19:00,NOCHE (18-23),LURIN,URBANA,CARRETERA,ATROPELLO,2,0,1,NO,NO
A-2021-05-314,2021-05-29,2021,18:30,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,CALLE,CHOQUE,1,0,2,NO,SI
A-2021-05-315,2021-05-31,2021,08:20,MANANA (06-11),CHORRILLOS,URBANA,CALLE,ATROPELLO,1,0,1,NO,SI
A-2021-06-100,2021-06-01,2021,08:15,MANANA (06-11),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-06-101,2021-06-01,2021,10:00,MANANA (06-11),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-06-102,2021-06-01,2021,21:30,NOCHE (18-23),CHACLACAYO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2021-06-293,2021-06-03,2021,04:40,MADRUGADA (00-05),CARMEN DE LA LEGUA REYNOSO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-103,2021-06-03,2021,13:10,TARDE (12-17),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-06-111,2021-06-03,2021,17:00,TARDE (12-17),LIMA,URBANA,JIRÓN,CHOQUE,1,0,2,NO,NO
A-2021-06-112,2021-06-04,2021,08:30,MANANA (06-11),LA MOLINA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-06-271,2021-06-05,2021,19:30,NOCHE (18-23),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2021-06-31,2021-06-06,2021,02:05,MADRUGADA (00-05),MI PERU,URBANA,AVENIDA,DESPISTE,1,1,1,NO,NO
A-2021-06-113,2021-06-06,2021,23:10,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,AVENIDA,VOLCADURA,1,0,1,NO,NO
A-2021-06-114,2021-06-09,2021,10:00,MANANA (06-11),EL AGUSTINO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2021-06-115,2021-06-09,2021,18:45,NOCHE (18-23),PUEBLO LIBRE,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-06-74,2021-06-11,2021,09:00,MANANA (06-11),SANTIAGO DE SURCO,URBANA,AVENIDA,CHOQUE,1,0,3,NO,NO
A-2021-06-116,2021-06-15,2021,12:30,TARDE (12-17),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-06-117,2021-06-16,2021,08:00,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,1,0,3,NO,SI
A-2021-06-125,2021-06-19,2021,12:50,TARDE (12-17),BARRANCO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-06-145,2021-06-19,2021,23:30,NOCHE (18-23),CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-245,2021-06-21,2021,05:50,MADRUGADA (00-05),LURIN,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-246,2021-06-21,2021,12:20,TARDE (12-17),ATE,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-06-247,2021-06-21,2021,13:45,TARDE (12-17),VILLA EL SALVADOR,RURAL,AVENIDA,CHOQUE,1,2,2,NO,NO
A-2021-06-249,2021-06-21,2021,22:50,NOCHE (18-23),LURIGANCHO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2021-06-248,2021-06-22,2021,02:30,MADRUGADA (00-05),INDEPENDENCIA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,NO,NO
A-2021-06-250,2021-06-22,2021,13:35,TARDE (12-17),LOS OLIVOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-06-251,2021-06-22,2021,21:30,NOCHE (18-23),LURIN,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-06-252,2021-06-23,2021,00:50,MADRUGADA (00-05),LOS OLIVOS,URBANA,AVENIDA,DESPISTE,1,1,1,NO,NO
A-2021-06-258,2021-06-23,2021,14:30,TARDE (12-17),ATE,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-257,2021-06-23,2021,15:40,TARDE (12-17),LIMA,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-259,2021-06-24,2021,18:30,NOCHE (18-23),ATE,URBANA,CALLE,CHOQUE,1,0,2,NO,SI
A-2021-06-294,2021-06-25,2021,05:35,MADRUGADA (00-05),VENTANILLA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2021-06-260,2021-06-25,2021,12:30,TARDE (12-17),RIMAC,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-358,2021-06-27,2021,17:30,TARDE (12-17),CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-199,2021-06-27,2021,20:00,NOCHE (18-23),CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-261,2021-06-28,2021,09:00,MANANA (06-11),COMAS,URBANA,CARRETERA,CHOQUE,1,2,2,NO,NO
A-2021-06-262,2021-06-28,2021,20:30,NOCHE (18-23),EL AGUSTINO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-263,2021-06-28,2021,23:00,NOCHE (18-23),BREÑA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2021-06-264,2021-06-29,2021,08:30,MANANA (06-11),SANTA ANITA,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2021-06-265,2021-06-30,2021,10:30,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2021-06-266,2021-06-30,2021,19:15,NOCHE (18-23),LURIN,URBANA,CARRETERA,CHOQUE,1,2,3,NO,SI
A-2021-06-267,2021-06-30,2021,20:20,NOCHE (18-23),COMAS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2021-07-11,2021-07-01,2021,20:30,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,CARRETERA,VOLCADURA,1,0,1,NO,SI
A-2021-07-13,2021-07-02,2021,15:00,TARDE (12-17),CHORRILLOS,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2021-07-12,2021-07-02,2021,15:30,TARDE (12-17),LOS OLIVOS,,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2021-07-14,2021-07-03,2021,01:12,MADRUGADA (00-05),LA VICTORIA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2021-07-15,2021-07-03,2021,19:40,NOCHE (18-23),ATE,URBANA,AVENIDA,CHOQUE,1,2,2,NO,NO
A-2021-07-16,2021-07-03,2021,22:00,NOCHE (18-23),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
