"codigo_osinerg","razon_social","actividad","departamento","provincia","distrito","direccion","fecha_reporte"
"18864","ESTACION DE SERVICIOS LUCOCIZA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","AV. PACHACUTEC N° 3601","2026-08-08"
"18865","OPERADORA LOGISTICA DE HIDROCARBUROS J&E S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","COMAS","ESQUINA AV. TUPAC AMARU N° 4902 CON AV. FRANCISCO BOLOGNESI","2026-08-08"
"18866","COMERCIALIZADORA INDUSTRIAL LA MOLINA SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN JUAN DE MIRAFLORES","CARRETERA PANAMERICANA SUR KM. 17 AA.HH. LAS BRISAS","2026-08-08"
"18867","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","HUARAL","CHANCAY","CARRETERA PANAMERICANA NORTE KM. 77.5, FUNDO LAS SALINAS","2026-08-09"
"18868","CORPORACION DE PETROLEOS AM S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE LURIGANCHO","CALLE PURUCHUCO ESQ. CON HATUN COLLA MZ. M LT. 2 URB. MANGOMARCA BAJA","2026-08-08"
"18869","SERVICENTRO Y AFINES LAS AMERICAS E.I.R.L.","EE.SS con GLP y GNV","LIMA","LIMA","LA VICTORIA","AV. DE LAS AMERICAS ESQUINA CON AV. PARINACOCHAS N° 1683","2026-08-09"
"18870","INVERSIONES JULIO III SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","HUARAL","HUARAL","PARTE DE LA PARCELA U.C. 12131 MILAGROS BAJO - HUANDO","2026-08-08"
"18871","REPSOL COMERCIAL S.A.C. ","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN BORJA","AV. PRIMAVERA N° 1095, ESQUINA CON CALLE CANARIAS N° 101","2026-08-09"
"18872","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LIMA","AV. COLONIAL N° 140, 160, 164, 178, ESQUINA CON JR. HUAROCHIRI N° 591","2026-08-09"
"18873","REPSOL COMERCIAL SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","PACHACAMAC","AV. LIMA ESQ. CALLE LA PAZ, URB. LOS PORTALES DE PACHACAMAC","2026-08-09"
"18875","POWER PETROLEUM COMPANY SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","PUENTE PIEDRA","AV. NESTOR GAMBETTA S/N LOTIZACION LEONCIO PRADO, MZ. F, LOTE 83","2026-08-08"
"18876","WARI SERVICE SAC","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","ABANCAY","ABANCAY","CARRETERA PANAMERICANA ABANCAY- LIMA KM. 3","2026-08-06"
"18877","INVERSIONES Y NEGOCIOS YOLANDA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN MARTIN DE PORRES","AV. ANGELICA GAMARRA MZ. I LT. 11-C SAN MARTIN DE PORRES","2026-08-06"
"18878","SERVICIO AUTOMOTRIZ SAN LUIS S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","CHORRILLOS","AV. ALAMEDA LOS HORIZONTES N° 1070, URB. LOS CEDROS","2026-08-09"
"18879","GLOBAL FUEL S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN ISIDRO","AV. CAMINO REAL N° 1298","2026-08-05"
"18881","ENERGIGAS SAC","EE.SS con GLP y GNV","LIMA","LIMA","LIMA","AV. VENEZUELA N° 2180 ESQ. CON EL JR. YUNGAY","2026-08-08"
"18882","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","INDEPENDENCIA","AV. TUPAC AMARU, ESQ. AV. TOMAS VALLE","2026-08-09"
"18883","REPSOL COMERCIAL S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","PUEBLO LIBRE","AV. BOLIVAR N° 330, ESQ. AV. DEL RIO","2026-08-09"
"19573","COSTA GAS TRUJILLO SAC","GASOCENTROS DE GLP","LA LIBERTAD","TRUJILLO","MOCHE","PASAJE LARREA UBICACION RURAL PREDIO FUNDO LARREA PARCELA SUB LOTE 02 U.C. SUB LOTE 2","2026-08-07"
"19836","SERVICENTRO LUCIANO SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AMAZONAS","UTCUBAMBA","BAGUA GRANDE","CARRETERA MARGINAL DE LA SELVA KM. 226","2026-08-09"
"19838","RENTA & VENTA FACIL E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","HUARAZ","HUARAZ","CARRETERA HUARAZ - PATIVILCA N° 2541 (HUARAZ- TACLLAN)","2026-08-08"
"19839","GRIFOS VALEX","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","HUARAZ","INDEPENDENCIA","CARRETERA A MONTERREY KM. 3.4  BARRIO VICHAY","2026-07-31"
"19840","DIMEXSA S.A.C","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ANCASH","SANTA","CHIMBOTE","MZ. B, LOTES 1, 10, 11 Y 12 ZONA INDUSTRIAL LOS PINOS","2026-08-09"
"19842","FASTROL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","SANTA","CHIMBOTE","PANAMERICANA NORTE KM. 421 LOS PINOS","2026-08-05"
"19843","GRIFO MORO","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","SANTA","MORO","JR. ALFONSO UGARTE S/N","2026-08-08"
"19844","PETROCENTRO LUAND PEC E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","ANDAHUAYLAS","ANDAHUAYLAS","AV. EL EJERCITO Nº 663","2026-08-08"
"19846","SAMUEL JAHER ARCE GUTIERREZ","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","ANDAHUAYLAS","TALAVERA","AV. SESQUICENTENARIO S/N SECTOR ARANJUEZ","2026-08-03"
"19848","ADMINISTRADOR DE ESTACIONES DE SERVICIOS DEL PERU","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","AREQUIPA","AV. LAMBRAMANI N° 201","2026-08-08"
"19849","ESCEN S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","ALTO SELVA ALEGRE","AV. AREQUIPA CUADRA Nº 1, S/N","2026-08-08"
"19850","ESTACION DE SERVICIOS SAN JOSE ESPINAR CUSCO ESPINAR SRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","CERRO COLORADO","VIA DE EVITAMIENTO KM. 6.5 SECTOR PAGO DE ZAMACOLA","2026-08-08"
"19851","ESTACION DE SERVICIOS CERRENO S.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","CERRO COLORADO","AV. AVIACION KM 2.5","2026-08-08"
"19855","ESTACION DE SERVICIOS SAN JOSE ESPINAR CUSCO SRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","PAUCARPATA","CALLE PIZARRO LOTE N° 11, MZ. C, ESQ. CALLE 04 COOP. DE VIVIENDA PORONGOCHE N° 19","2026-08-08"
"19856","ESTACION DE SERVICIOS SANTO TOMAS DE LIMA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","PAUCARPATA","LOTE 6, MZ. 50, ZONA 'A', AV. PROLONGACION MARISCAL CASTILLA","2026-08-08"
"19857","INVERSIONES MEYCA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","PAUCARPATA","AV. AREQUIPA N° 1324 MZ. 10 LT. 14 - PUEBLO JOVEN MIGUEL GRAU","2026-08-09"
"19859","GRIFO SALAVERRY E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","SOCABAYA","AV. SALAVERRY N° 100","2026-08-07"
"19860","GRIFO ARANCOTA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","TIABAYA","AV. PANAMERICANA S/N. KM. 8.5 VIA TIABAYA","2026-08-08"
"19861","SAN ISIDRO BELLAVISTA EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","CASTILLA","URACA","SECTOR BELLAVISTA S/N CARRETERA A CORIRE","2026-08-07"
"19863","GLOBAL FUEL SOCIEDAD ANONIMA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","CAJAMARCA","CAJAMARCA","CAJAMARCA","AV. INDEPENDENCIA N° 369","2026-08-08"
"19864","GRIFO GARRINCHA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJABAMBA","CAJABAMBA","AV. VICTOR RAUL HAYA DE LA TORRE N° 469","2026-08-03"
"19865","ESTACION DE SERVICIOS SANTA MARGARITA S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJAMARCA","ENCAÑADA","JR. JORGE VILLANUEVA S/N","2026-08-09"
"19866","GRIFOS BURGA EIRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","CAJAMARCA","CHOTA","CHOTA","AV. INCA GARCILAZO DE LA VEGA Nº 918","2026-08-06"
"19867","GRIFO EL ARABE S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CONTUMAZA","YONAN","CARRETERA TEMBLADERA - CAJAMARCA KM 56.5","2026-08-07"
"19868","EMPRESA DE LUBRICANTES Y SERVICIOS MARGINAL E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","CAJAMARCA","CUTERVO","CHOROS","CARRETERA MARGINAL KM. 150.100 CASERIO CUYCA","2026-08-07"
"19870","ESTACION DE SERVICIOS SUD AMERICA SRLTDA","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","JAEN","JAEN","CARRETERA OLMOS CORRAL QUEMADO KM 179 C.P. CHAMAYA - CASERIO PALO BLANCO","2026-08-07"
"19872","SERVICENTRO SICUANI SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CANCHIS","SICUANI","PROLONGACION AV. AREQUIPA S/N SECTOR SAN ANDRES CHECA","2026-08-06"
"19873","ESTACION DE SERV. SAN JOSEESPINAR CUSCO SRL","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","POROY","CARRETERA CUSCO ABANCAY KM. 10  SECTOR HUAMPAR","2026-08-08"
"19874","JC COMBUSTIBLES DEL SUR S.A.C.S.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN JERONIMO","PROLONGACIÓN AV. LA CULTURA S/N KM. 6","2026-08-08"
"19875","INVERSIONES GRAN PERU E.I.RL.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN SEBASTIAN","AV. TUYRO TUPAC N° 2020 SECTOR AYMAMARCA","2026-08-07"
"19876","SERVICENTRO VIAL SOCIEDAD ANONIMA CERRADA - SERVICENTRO VIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN SEBASTIAN","PROLONGACION AV. DE LA CULTURA N° 1431","2026-08-08"
"19877","GRIFO PETROLEOS DEL CUSCO EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAYLLA","AV. CUSCO S/N","2026-08-07"
"19879","SERVICENTRO AMERICANO S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","WANCHAQ","AV. DE LA CULTURA Nº 210","2026-08-08"
"19880","INVERSIONES CECO. S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","WANCHAQ","AV. DE LA CULTURA N° 722 Y AV. MICAELA BASTIDAS N° 139","2026-08-08"
"19883","ESTACION DE SERVICIO ROMAKATH","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","URUBAMBA","CHINCHERO","VIA CUSCO - CHINCHEROS, SECTOR TAMBOCANCHA KM. 27.250","2026-08-07"
"19887","INVERSIONES ARIAS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","HUANUCO","LEONCIO PRADO","LUYANDO","CARRETERA FERNANDO BELAUNDE TERRY KM. 4.5 NARANJILLO","2026-08-03"
"19888","INVERSIONES CP SERVICIOS GENERALES S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","CHINCHA","CHINCHA ALTA","ESQUINA CALLE BOM BOM CORONADO Y CALLE LUIS MASSARO","2026-08-09"
"19889","ESTACION DE SERVICIO LOS ANDES E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","ICA","ICA","SALAS","CARRETERA PANAMERICANA SUR KM. 295.4","2026-08-08"
"19890","ESTACION DE SERVICIOS LUPE S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","SANTIAGO","CARRETERA PANAMERICANA SUR KM. 329 + 720","2026-08-08"
"19893","GAS BLAYJOS S.A.C","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","PISCO","INDEPENDENCIA","CARRETERA LOS LIBERTADORES KM. 20","2026-08-09"
"19896","ESTACION DE SERVICIOS SEÑOR DE MURUHUAY E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","CHANCHAMAYO","CHANCHAMAYO","AV. FRAY JERONIMO JIMENEZ Nº 1561","2026-08-07"
"19897","INVERSIONES SAMARITANO E.I.R.L","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","CHANCHAMAYO","PERENE","CARRETERA CENTRAL MARGINAL S/N. CON CALLES B URB. SHANGANI","2026-08-05"
"19898","MAXIMILIANO JOAQUIN ATAO CAJA","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","CHANCHAMAYO","SAN RAMON","AV. JUAN SANTOS ATAHUALPA S/N KM. 93, SECTOR HUACARA","2026-08-07"
"19899","COESTI S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","CONCEPCION","CONCEPCION","ESQUINA CARRETERA CENTRAL MARGEN IZQUIERDA KM. 21 CON AV. 8 DE DICIEMBRE","2026-08-08"
"19900","PALOMINO MARTINEZ PEDRO","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","HUANCAYO","EL TAMBO","AV. FERROCARRIL Y JR. TRUJILLO Nº 105","2026-08-07"
"19902","EMPRESA DE TRANSPORTES GALMU S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","HUANCAYO","EL TAMBO","AV. HUANCAVELICA 1485","2026-07-28"
"19903","NEGOCIACIONES M. PEREZ R. SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","HUANCAYO","HUANCAN","AV. PANAMERICANA SUR N° 2054","2026-08-07"
"19904","ESTACION DE SERVICIOS PETROX SAN SEBASTIAN","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","HUANCAYO","HUANCAYO","AV. PALIAN N° 1165 - SECTOR PALIAN","2026-08-08"
"19905","VICTOR RAUL LOPEZ CIFUENTES","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","HUANCAYO","HUANCAYO","AV. DANIEL ALCIDES CARRION 1896. ESQ. CON AV. CATALINA HUANCA","2026-08-07"
"19906","FLORES ENERGY S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","HUANCAYO","HUAYUCACHI","AV. HEROES DE LA BREÑA N°460 C.P. HUAMANMARCA","2026-08-08"
"19909","PALOMINO MARTINEZ PEDRO","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","HUANCAYO","SAPALLANGA","CALLE REAL S/N CARRETERA HUANCAYO - SAPALLANGA K.M. 6","2026-08-07"
"19910","GRIFO VELAZCO SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","JAUJA","ACOLLA","AV. HUASCAR Nº 2309","2026-08-07"
"19911","NEGOCIACIONES SAN JUANITO S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","JAUJA","ATAURA","CARRETRA CENTRAL KM. 81 - SECTOR MAQUINHUAYO","2026-08-08"
"19912","ESTACION DE SERVICIOS SANTA ROSITA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","JAUJA","JAUJA","AV. TARMA Nº 762 INTERSECCION CON JR. SALAVERRY","2026-08-08"
"19913","SAN VICENTE","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","HUANCAYO","EL TAMBO","JR. AREQUIPA ESQ. CON MANUEL ALONSO N° 192","2026-08-08"
"19916","COESTI S.A","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","YAULI","SANTA ROSA DE SACCO","AV. MIGUEL GRAU CDRA. 1","2026-08-09"
"19918","GRIFO DELFIN S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","TRUJILLO","MOCHE","CARRETERA PANAMERICANA NORTE - CURVA DE SUN MOCHE","2026-08-08"
"19920","GRUPO S & A S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","TRUJILLO","ESQUINA AV. RICARDO PALMA Y AV. AMERICA SUR, MZ. F-3, LOTE 08, URB. PALERMO","2026-08-07"
"19921","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. LA MARINA N° 1100 - 1170 (CARRETERA PANAMERICANA SUR KM. 557), SECTOR LARREA U.C. 10627","2026-08-08"
"19922","GLOBAL FUEL SOCIEDAD ANONIMA","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. PERU N° 1550 URB. DANIEL HOYLE","2026-08-07"
"19923","COESTI SA EESS SANTA AMALIA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","MOCHE","AV. LA MARINA KM 559 CARRETERA PANAMERICANA NORTE","2026-08-08"
"19924","ESTACION DE SERVICIOS TORRESTRELLA S.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. FEDERICO VILLARREAL N° 663 ESQUINA CON CALLE PUERTO ARGENTINO, EL PALOMAR","2026-08-08"
"19925","GRIFO DELFIN S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. LA MARINA N° 1160 URB. LA PERLA","2026-08-09"
"19926","PETROCENTRO ESTACION N° 1 S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","VIRU","VIRU","CARRETERA PANAMERICANA NORTE KM. 517, SECTOR SAN IDELFONSO","2026-08-09"
"19928","INVERSIONES JEM  S.A.C","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LAMBAYEQUE","CHICLAYO","CHICLAYO","AV. SALAVERRY NRO. 930 - URB. PATAZCA","2026-08-07"
"19929","ESTACION DE SERVICIOS RENACER E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","CAYALTI","CALLE SANTA ISABEL NRO. 1","2026-07-14"
"19930","COMBUSTIBLES ICA S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","CAÑETE","SAN VICENTE DE CAÑETE","CARRETERA PANAMERICANA SUR KM. 143","2026-08-08"
"19933","MULTISERVICIOS ECOGAS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","ESQ. AV. ARGENTINA CON JR. VENEZUELA","2026-08-09"
"19936","INVERSIONES Y NEGOCIOS HS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","HUARAL","AUCALLAMA","PARCELA N° 71B SECTOR CARLINI, EX HACIENDA BOZA LTDA. N° 15","2026-08-07"
"19937","SERVICIOS JAYLU PERU E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","HUARAL","AUCALLAMA","PARCELA 113-B BARRIO SAN JOSE S/N PALPA","2026-08-07"
"19938","GLOBAL FUEL S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","HUARAL","CHANCAY","CARRETERA PANAMERICANA NORTE KM 85.5","2026-08-08"
"19942","ESTACION DE SERVICIOS HORNA SRL","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","ATE","ESQ. AV. SEPARADORA INDUSTRIAL N° 809","2026-08-08"
"19943","L. DACRUZ SERVIS A & D  S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","ATE","AV. METROPOLITANA MZ. J LOTE 42 B URB. TILDA","2026-08-07"
"19944","REPSOL COMERCIAL SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","BREÑA","AV. REPUBLICA DE VENEZUELA N° 1315","2026-08-08"
"19945","COESTI S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LIMA","AV. OSCAR R. BENAVIDES N° 1380","2026-08-08"
"19946","ESTACION DE SERVICIOS CHACLACAYO SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","CHACLACAYO","CARRETERA CENTRAL N° 1670 KM. 21.75, SECTOR PAMPA DE MORON","2026-08-04"
"19947","ESTAGAS ANCO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","COMAS","AV. PUNO N° 2383, ESQ. CALLE DIAMANTE","2026-08-07"
"19948","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","EL AGUSTINO","AV. PRIMERO DE MAYO N° 3090","2026-08-09"
"19949","GASOCENTRO NORTE S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","INDEPENDENCIA","AV. GERARDO UNGER N° 3301 ESQ. CON JR. RUFINO MACEDO","2026-08-09"
"19952","SERVICENTRO TITI S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","LA VICTORIA","ESQUINA DE AV. SAN LUIS CON PABLO PATRÓN 120 URB. SAN PABLO","2026-08-08"
"19954","GO MANCO CAPAC S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","LA VICTORIA","AV. MANCO CAPAC N° 693","2026-08-09"
"19956","GRIFOS ESPINOZA S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","LIMA","ESQ. AV. ZORRITOS S/N. CON MIGUEL BAQUERO N° 498","2026-08-04"
"19958","GRIFO SAN IGNACIO SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","LIMA","AV. ARENALES N° 881. ESQUINA EMILIO FERNANDEZ","2026-08-09"
"19960","RUBI ERMELINDA UGAZ DE GAMARRA ","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","LURIN","JR. INDEPENDENCIA MZ.18 LOTES 1 Y 2 SAN PEDRO DE LURIN KM 39.5","2026-08-09"
"19963","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","MIRAFLORES","AV. DEL EJERCITO N° 290","2026-08-09"
"19964","GRIFOS TERESA DE CALCUTA S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","PACHACAMAC","CARRETERA CIENEGUILLA (AV. LA MOLINA) KM. 11.5 Y DESVIO A MANCHAY URB. MUSA","2026-08-05"
"19966","REPSOL COMERCIAL S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","PUEBLO LIBRE","AV. LA MARINA N° 325, ESQ. JR. TORRE TAGLE","2026-08-09"
"19967","TRANSERVIS PACIFICO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","PUENTE PIEDRA","CALLE SAN MARTIN MZ. E3, LOTE 2 - EL DORADO","2026-08-07"
"19968","CORPORACION KIO GAS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","RIMAC","AV. LOS PROCERES Nº 199 - 199A, ESQUINA CON JR. GAMARRA","2026-08-08"
"19969","REPSOL COMERCIAL SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. PROCERES DE LA INDEPENDENCIA N° 5324","2026-08-08"
"19972","ESTACIÓN SANTA ROSA","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. SANTA ROSA, MZ. J LOTE 19 URB. LOS ÁLAMOS","2026-08-08"
"19973","GRIFOS COPA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. EL SOL ESQUINA CON AV. LOS ALAMOS, MZ. E. LOTES 20B Y 20A-1. URB. CANTO GRANDE","2026-08-09"
"19975","GRUVENI SRL","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE LURIGANCHO","INTERSECCION AV. CIRCUNVALACION Y CALLE V. MZ. D, LOTES. 3 Y 4, COOP. DE VIVIENDA LA UNION","2026-08-08"
"19976","INVERSIONES LUISAGAS S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","SAN JUAN DE MIRAFLORES","ASENTAMIENTO HUMANO HÉROES DE SAN JUAN - SECTOR 5, MZ. I, LOTE 24","2026-08-09"
"19977","AERO SERVICIOS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SANTIAGO DE SURCO","AV. JUAN PABLO II N° 1294-1298","2026-08-09"
"19978","GRIVAR S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE MIRAFLORES","AV. DEFENSORES DE LIMA N° 630","2026-08-08"
"19980","COESTI S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN LUIS","AV. SAN JUAN N° 895","2026-07-31"
"19981","ESTACION SANTA RITA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN MARTIN DE PORRES","INTERSECCION DE LA AUTOPISTA CANTA CALLAO Y LA AV. CARLOS IZAGUIRRE","2026-08-09"
"19982","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN MARTIN DE PORRES","AV. UNIVERSITARIA NORTE N° 2901","2026-08-09"
"19983","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN MARTIN DE PORRES","AV. TUPAC AMARU N° 1453","2026-08-09"
"19984","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN MIGUEL","AV. ELMER FAUCETT N° 477-481 ESQ. CALLE HIDALGO  URB.MARANGA","2026-08-09"
