"codigo_osinerg","razon_social","actividad","departamento","provincia","distrito","direccion","fecha_reporte"
"9474","MAX GAS SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LAMBAYEQUE","CHICLAYO","CHICLAYO","KM 3.25 CARRETERA CHICLAYO - POMALCA","2026-08-05"
"9477","SERVICENTRO TACALA S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","CHORRILLOS","AV. EL SOL S/N, ENTRE LOS NOGALES Y LOS LAURELES, MZ. A LT.4. AA.HH. TACALA","2026-08-08"
"94779","SERVICENTRO JICAMARCA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","HUAROCHIRI","SAN ANTONIO","AV. PACHACUTEC S/N MZ AÑ LOTE 11 Y 12 SECTOR CERCADO, PAMPA CANTO GRANDE","2026-08-06"
"9479","GRIFO PERLITA SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","LURIN","ANTIGUA PANAM.SUR KM.36.100 EX FUNDO SAN VICENTE","2026-08-07"
"9480","SERVICENTRO PANAMERICANA S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","EL COLLAO","ILAVE","KM. 53 DE LA CARRETERA PUNO-ILAVE","2026-08-07"
"94814","MAXIMILIANA HERRERAS CONDEMAITA","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","PACAYCASA","CARRETERA AYACUCHO - QUINUA, SECTOR DE ORCASITAS","2026-08-08"
"94823","COMERCIOS IRENE Y MARIANO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","PARINACOCHAS","CORACORA","JR. SAN MARTIN S/N ESQUINA CON JR. LOS LIBERTADORES","2026-08-02"
"94827","PETRO NEGOCIOS DENNYS E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","KIMBIRI","AV. TUPAC AMARU S/N CARRETERA KIMBIRI - PICHARI","2026-08-08"
"94831","SERVICENTRO REQUENA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","REQUENA","REQUENA","ESQ. CALLE PADRE GINER MZ. 20, LOTE 19 Y 20A CON CALLE 9 DE OCTUBRE - AAHH REQUENA ETAPA I, ZONA A","2026-08-01"
"9484","ENERGIGAS SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LA VICTORIA","AV. MANCO CAPAC N° 993, ESQUINA CON AV. ISABEL LA CATOLICA","2026-08-09"
"94860","GRIFO SOL DE MAYO S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","RIOJA","PARDO MIGUEL","AV. PARDO MIGUEL CUADRA 1 CASERIO 3 DE MAYO","2026-08-06"
"94861","ESTACIÓN DE SERVICIOS SEÑOR DE LA MONTAÑA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AMAZONAS","BONGARA","JAZAN","AV. CARRETERA MARGINAL KM 307 + 354 CASERIO SUYOBAMBA","2026-08-07"
"94862","RENE PEREZ TUANAMA","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","EL DORADO","SAN JOSE DE SISA","AV. 20 DE MAYO - CP 20 DE MAYO","2026-08-07"
"9487","PETROCENTRO GUEVARA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","URUBAMBA","URUBAMBA","AV. MARISCAL CASTILLA S/N. Y CABO CONCHATUPAC","2026-08-08"
"9488","GLOBAL FUEL S.A.","EE.SS con GLP y GNV","LIMA","LIMA","BARRANCO","AV. BOLOGNESI CUADRA 8, ESQ. CON CALLE TIRAVANTI","2026-08-07"
"9489","ESTACION CERRO AZUL S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","CAÑETE","CERRO AZUL","CARRETERA PANAMERICANA SUR KM. 133","2026-08-09"
"9491","COESTI  LA 48","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","LA JOYA","AA.HH. PROGRESO KM. 48 CARRETERA AREQUIPA-CAMANA","2026-08-09"
"94913","JK EL EXITO E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUANTA","HUANTA","ESQUINA DE AV. MIGUEL LAZON CON JR. DOS DE MAYO LOTE 12G MZ. C1 BARRIO DE CINCO ESQUINAS","2026-08-08"
"94916","ESTACION DE SERVICIOS METRO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","SIHUAS","SIHUAS","JR.CENTENARIO S/N, BARRIO LA PLAYA SIHUAS HISTORICO","2026-08-08"
"94925","CORPORACION DE NEGOCIOS SUR PERU SAC","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","HUARAZ","HUARAZ","AV. 27 DE NOVIEMBRE N° 1116, BARRIO CHALLHUA","2026-08-08"
"9493","SERVICENTRO A.Q.P. SRL","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","ALTO SELVA ALEGRE","AV. GUTEMBERG N° 509","2026-08-07"
"9494","GRIFO FVI CELEMI SAC","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","CARRETERA JULIACA-HUANCANE KM. 5.8","2026-08-02"
"94940","PRIMAX KEVIN 1","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","HUANUCO","AMBO","AMBO","CARRETERA AMBO - SAN RAFAEL KM. 375 MATIGRANDE","2026-08-08"
"94957","ESTACION DE SERVICIOS SANTO TOMAS DE LIMA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","MARIANO MELGAR","AV. ARGENTINA S/N, LOTE 7 MZ 1B, ZONA B, PP.JJ. GENERALISIMO JOSE DE SAN MARTIN","2026-08-07"
"9496","GRIFO REAL S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","HUANCAYO","CHILCA","CALLE REAL 308 - 312","2026-08-07"
"9498","ESTACION DE SERVICIOS JUANCJUMER S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO","AV. 10 DE JULIO CUADRA 1","2026-08-04"
"9502","ESTACION DE SERVICIOS FRAY MARTIN SRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ANCASH","SANTA","SANTA","CARRETERA PANAMERICANA NORTE KM. 442","2026-08-08"
"95023","INVERSIONES ESPINOZA Y ASOCIADOS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","VENTANILLA","AV. HUAYNA CAPAC ESQUINA CON CALLE SECHIN, MZ. B8, LOTES 1, 2, 3, 8 Y 9; GRUPO RESIDENCIAL B3, SECTOR B, PROYECTO PILOTO NUEVO PACHACÚTEC","2026-08-08"
"9503","GRIFO LINZAR E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","HUANCAYO","SICAYA","CARRETERA CENTRAL KM. 7 - MARGEN DERECHA","2026-08-08"
"95036","ESTACION DE SERVICIOS RIO MAR","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","BELEN","CALLE 4 MZ H, LOTE 5 - URB. RIO MAR 1ERA ZONA","2026-08-08"
"9506","SERVICENTRO LA MUYUNA","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","SAN MARTIN","TARAPOTO","JR. RAMON CASTILLA ESQUINA CON JR. LIMA","2026-08-07"
"9507","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","MIRAFLORES","AV. ROOSEVELT N° 6471, 6475, 6479, 6481, 6483, 6485, 6489, 6491 Y AV. 28 DE JULIO N° 1541","2026-08-09"
"95075","GRIFOS GUEVARA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","CARACOTO","JR. LIMA S/N - MZ. A LT. 14 - URB. SAN FELIPE","2026-08-08"
"9510","ESTACION DE SERVICIOS PETRO WORLD SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","AV. EL SOL N° 278, MZ. K1 LOTE 8 PRIMER HOGAR POLICIAL ZONA 1","2026-08-08"
"9511","ESTACION DE SERVICIOS OTOÑO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","LOS OLIVOS","AV. LOS PROCERES MZ. A LOTES 39,40. AA.HH. LOS JAZMINES","2026-08-07"
"95112","INVERSIONES KM H SAC","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","UCHUMAYO","AV. PRINCIPAL S/N (ANTIGUA CARRETERA A CERRO VERDE), SECTOR PAMPAS NUEVAS","2026-08-07"
"9512","GRIFO DENNIS S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","SAN MARTIN DE PORRES","AV. CANTA CALLAO MZ.G LT.4, URB. LOS HUERTOS DEL NARANJAL","2026-08-08"
"9513","COESTI S.A","EE.SS con GLP y GNV","LIMA","LIMA","COMAS","AV. HEROES DEL ALTO CENEPA N° 697, LOTIZACIÓN FUNDO CHACRA CERRO","2026-08-09"
"9514","AUTOSERVICIOS SAN ISIDRO S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SANTIAGO DE SURCO","AV. BENAVIDES 4295 - URB. HIGUERETA","2026-08-09"
"9515","SERVICENTRO SHALOM S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","LIMA","AV. NACIONES UNIDAS 1222 MZ. K URB. SAN RAFAEL","2026-08-08"
"95155","INVERSIONES HANS ADRIEL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","DATEM DEL MARAÑON","MANSERICHE","CARRETERA SARAMIRIZA - BAGUA KM. 2.0 - LOCALIDAD DE SARAMIRIZA","2026-08-02"
"9516","GRIFO DENNIS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. BERTELLO MZ. U LT. 14 URB. ALBINO HERRERA","2026-08-08"
"95160","INVERSIONES DAMSCAR S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","HUALGAYOC","BAMBAMARCA","AV. RICARDO PALMA Nº 620","2026-08-01"
"9517","ESTACION DE SERVICIO PATIVILCA SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","BARRANCA","PATIVILCA","JR. SAN MARTIN S/N CARRETERA PANAMERICANA NORTE KM. 210","2026-08-05"
"95173","GRIFO MÁS","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","CORONEL PORTILLO","CAMPOVERDE","CARRETERA FEDERICO BASADRE KM. 28.500","2026-08-08"
"9518","COESTI 28 DE JULIO","EE.SS con GLP y GNV","LIMA","LIMA","LA VICTORIA","AV. 28 DE JULIO N° 2200","2026-08-08"
"9519","ESTACION DE SERVICIOS PASO DE LOS ANDES S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","PUENTE PIEDRA","CARRETERA PANAMERICANA NORTE KM. 36.5","2026-08-07"
"9520","REPSOL COMERCIAL S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","LIMA","AV. OSCAR R. BENAVIDES N° 930","2026-08-09"
"9521","COESTI SA","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","ATE","AV. NICOLAS AYLLON S/N KM 2.8, ESQ. CON TOMAS ALVA EDISON","2026-08-08"
"95210","INVERSIONES GRUPO MARAÑON S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","HUANUCO","DOS DE MAYO","QUIVILLA","JR. CENTRAL N° 102","2026-08-07"
"95224","ESTACION DE SERVICIOS GRIFO ABANCAY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","ABANCAY","ABANCAY","URB. BELLAVISTA BAJA KM. 1.5 LIMA - ABANCAY","2026-08-08"
"9523","PETRO CRYSMAR S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","ASCOPE","CHICAMA","CARRETERA PANAMERICANA NORTE KM. 574.3","2026-08-09"
"9524","GRIFO F & R S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","LOS OLIVOS","URB. PROLIMA III ETAPA MZ. H LT. 31  PANAMERICANA NORTE","2026-08-04"
"95241","SERVICENTRO EL PAMPACOLQUINO EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","CASTILLA","PAMPACOLCA","CENTRO POBLADO PAMPACOLCA MZ K, LOTE 3","2026-08-04"
"95244","FRANCISCO JAVIER ZEVALLOS ESPINOZA","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","PATAZ","PARCOY","CARRETERA TRUJILLO-TAYABAMBA SECTOR LAS LAMAS ANEXO RETAMAS","2026-08-04"
"9525","PETRO CALLAO S.A.C. ","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. ARGENTINA N° 498, URB. CHACARITAS","2026-08-08"
"9526","ES EL CARMELO","EE.SS con GLP y GNV","LIMA","LIMA","SAN MIGUEL","AV. LA MARINA N° 3112  URB. MARANGA CUARTA ETAPA","2026-08-08"
"9527","SERVICENTRO HERBERT MEZA CACEDA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","PUEBLO LIBRE","AV. LA MARINA NO. 892","2026-08-07"
"9529","GRIFOS VITO S.A","EE.SS con GLP y GNV","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. EL SOL Nº 101, CANTO GRANDE","2026-08-04"
"9530","EE SS MONTE EVEREST","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN BARTOLO","ANTIGUA CARRETERA PANAMERICANA SUR KM 51.8","2026-08-09"
"9531","REPSOL COMERCIAL S.A.C. ","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. CORONEL NESTOR GAMBETTA N° 10548","2026-08-09"
"95312","REPRESENTACIONES NEVADA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ANTONIO DE PUTINA","ANANEA","AV. EL SOL DE ORO Nº 330","2026-08-08"
"95323","ESTEBAN RAMIREZ LAZO","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUANTA","SIVIA","PROLONGACIÓN AV. HUANTA S/N, CARRETERA SIVIA  HUANTA, BARRIO BELLAVISTA, MZ. D, LOTES 2, 3 Y 4","2026-08-03"
"9535","REPSOL COMERCIAL SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","BELLAVISTA","AV. ALMIRANTE GRAU N° 1300, ESQUINA CON LA CALLE VIGIL N° 335-355 (AV. BUENOS AIRES, ESQUINA CON LA CALLE VIGIL)","2026-08-09"
"95355","SERVICENTRO AGUKI S.A.","GASOCENTRO DE GLP CON ESTABLECIMIENTO DE VENTA AL PUBLICO DE GNV","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. ELMER FAUCETT Nº 5482 (ANTES AV. ELMER FAUCETT MZ.A LOTES 1, 13 Y 14 SUBLOTE M-1 LOTIZACION INDUSTRIAL POCHA REGALADO-EX FUNDO TABOADA)","2026-08-08"
"9536","RAMPOIL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","RIMAC","CALLE DOMINGO ANGULO N° 131, EX. ALAMEDA DE LOS BOBOS, LT. 01 MZ. B, ESQUINA LA HUERTA","2026-08-09"
"9537","RAINFOREST DC S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN ISIDRO","AV. PETIT THOUARS N° 3929","2026-08-04"
"95380","SERVICENTRO LIMATAMBO S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ANTA","LIMATAMBO","CHINCHAYBAMBA S/N, KM 68 VIA CUSCO ABANCAY","2026-08-07"
"95385","SERVICENTRO TRANSPORTES  Y SERVICIOS ESPINAR S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","CERRO COLORADO","CARRETERA A YURA KM. 9, ESQUINA CON VIA DE EVITAMIENTO, SUB LOTE 4, RIO SECO, ANEXO ZAMACOLA","2026-08-08"
"95388","TRANS MURIEL INVER S.A.C. 	","ESTACIÓN DE SERVICIOS / GRIFOS","ICA","NAZCA","NAZCA","CARRETERA PANAMERICANA SUR KM. 444.75, SECTOR CURVE BAJO","2026-08-07"
"9539","COESTI S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","MIRAFLORES","AV. BENAVIDES N° 2116","2026-08-09"
"9542","ESTACION DE SERVICIOS LA MARINA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA N° 405-407 ESQ. CON CALLE ALEJANDRO MAGNO, URB. BENJAMIN DOIG LOSSIO","2026-08-08"
"9543","GASOCNTRO LAS MORAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","HUANUCO","HUANUCO","HUANUCO","JR. HUALLAYCO N° 1772","2026-08-07"
"95430","MARINA GAS S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","PUEBLO LIBRE","AV. LA MARINA Nº 787, ESQUINA CON JR. MARISCAL CASTILLA Nº 1650","2026-08-08"
"95444","SERVICENTRO SAN ALEJANDRO S.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","PADRE ABAD","IRAZOLA","COMITE DE PRODUCTORES AGRARIOS EL PORVENIR - PARCELA 27-B","2026-08-08"
"95445","ESTACION DE SERVICIOS PORVENIR II","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","PIURA","CASTILLA","AV. TACNA Nº 700","2026-08-07"
"95448","LUIS ERNESTO ALEJANDRO ARAUJO","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","SANTA","SANTA","PARCELA 15195 RINCONADA ALTA, CARRETERA SANTA  HUALLANCA (AV. VICTOR RAUL HAYA DE LA TORRE S/N - KM. 12.5)","2026-08-08"
"95453","ESTACION DE SERVICIOS YANSUR E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","ESQ. AV. CIRCUNVALACIÓN N° 2710, CON JR. GUILLERMO BRICEÑO ROSA MEDINA S/N","2026-08-08"
"9547","PETRO CENTRO SAN PEDRO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","BARRANCA","SUPE PUERTO","BARRIO LA PALMA - ALTURA KM. 191 PANAMERICANA NORTE","2026-08-07"
"9548","COMPAIA OPERADORA DE LA SELVA SA","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","IQUITOS","ESQUINA CALLE FANNING CON CALLE CALVO DE ARAUJO N° 801","2026-08-08"
"9550","GRIFO 28 DE JULIO E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","PUNCHANA","AV. 28 DE JULIO / INDEPENDENCIA","2026-08-05"
"95502","GRUPO DE GESTION C S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","CERRO COLORADO","AV. LAS CANTERAS S/N, CENTRO INDUSTRIAL LAS CANTERAS MZ. N, LOTE Nº 02","2026-08-08"
"9551","COESTI S.A.  LANIFICIO","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","JOSE LUIS BUSTAMANTE Y RIVERO","AV. ANDRES AVELINO CACERES MZ. C LOTE 1","2026-08-09"
"9552","GRACIELA HUANCA DE MEZA","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","PAUCARPATA","COOPERATIVA VILLA PORONGOCHE A-1","2026-08-07"
"95522","ESTACION DE SERVICIOS CRUCE SAN JOAQUIN S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","PARCONA","CALLE MALECON LA VICTORIA N° 543 Y 544 ESQUINA CON PASAJE LA TINGUIÑA","2026-08-08"
"9553","TRANSPORTES Y SERVICIOS MULTIPLES S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ANCASH","SANTA","NUEVO CHIMBOTE","UPIS SAN DIEGO MZ B LOTE 33 - URB. BELLAMAR (AV. ANCHOVETA S/N)","2026-08-08"
"95531","SERVICENTRO SAN MIGUEL EIRL","GRIFOS FLOTANTES","MADRE DE DIOS","TAMBOPATA","LABERINTO","JR. PROLONGACIÓN MIGUEL GRAU NRO. S/N URB. CALLE DERECHA DEL RIO MDD MADRE DE DIOS","2026-08-08"
"95532","ESTACION DE SERVICIOS HUANCAYO","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","PADRE ABAD","ALEXANDER VON HUMBOLD","ESQUINA DE LA CARRETERA FERNANDO BELAUNDE TERRY CON JR. HUANUCO - CENTRO POBLADO VON HUMBOLT","2026-08-07"
"95538","KICHI GAS S.A.C.","GASOCENTROS DE GLP","LIMA","LIMA","SAN MARTIN DE PORRES","AV. TOMAS VALLE N° 2053  URB. SAN PEDRO DE GARAGAY","2026-08-08"
"9554","EL GUSHA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","CAJAMARCA","CAJAMARCA","CAJAMARCA","AV. ATAHUALPA N° 554","2026-08-04"
"9555","MALAVER SALAZAR ASOCIADOS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","CAJAMARCA","CAJAMARCA","CAJAMARCA","AV. EVITAMIENTO NORTE N° 1116, ESQUINA CON PASAJE JUAN PABLO II, LOTIZACION EL BOSQUE","2026-08-08"
"9556","SILVA NAVARRO JOSE LUIS","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","SOCABAYA","AV. SOCABAYA Nº 101","2026-08-09"
"9557","GRIFO SUBTANJALLA SRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","SUBTANJALLA","CARRETERA PANAMERICANA SUR KM. 296","2026-08-09"
"9558","GRIFO EL SOL S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","HUARAZ","HUARAZ","AV. 27 DE NOVIEMBRE Nº 1103","2026-08-04"
"95611","ESTACION DE SERVICIOS MARCONA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","NAZCA","MARCONA","LOTE N° 10, ZONA INDUSTRIAL, AV. INDUSTRIAL ESQUINA CON CALLE S/N","2026-08-07"
"9562","ESTACION DE SERVICIOS SAN JOSE S.A.C. 1","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","PIURA","PIURA","ESQUINA PROLONGACIÓN GRAU CON JIRÓN LAS LOMAS","2026-08-08"
"9563","GRIFO D.G. S.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","TALARA","LOS ORGANOS","AV. PANAMERICANA S/N","2026-08-07"
"9564","RICARDO TAPIA GUTIERREZ","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","CABANILLAS","JR. SAN MARTIN Nº 222","2026-08-05"
"95643","SERVICENTRO PASAMAYO S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","PUENTE PIEDRA","AV. PERIURBANA Nº 1007 (PREDIO RURAL ZAPALLAL ALTO - EL DORADO)","2026-08-07"
"9565","ROBHI GRIFOS S R LTDA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","ESQ. RAMON CASTILLA Y CARABAYA N° 581","2026-08-08"
"95664","ESTACION DE SERVICIOS Y GRIFOS CORREA SRL","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","SAN MIGUEL","SAN MIGUEL","INTERSECCION JR. JOSE GALVEZ Y JR. RAMÓN CASTILLA","2026-08-08"
"9567","ROBHI GRIFOS S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","AV HUANCANE MZA A-1 LOTES 15 Y 16","2026-08-08"
"95671","DISTRIBUIDORA E IMPORTADORA M & G S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","COMAS","AV. UNIVERSITARIA KM.14 MZ. A1 LOTE 23 COOPERATIVA PRIMAVERA","2026-08-08"
"9568","REPSOL COMERCIAL SAC","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","WANCHAQ","AV. INFANCIA Nº 551","2026-08-09"
"9569","CHARACATO SUPER GRIFO S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","SAN MARTIN","TOCACHE","TOCACHE","JR. FREDY ALIAGA N° 1135","2026-08-06"
"95719","ESTACION DE SERVICIOS GRIFO EL TRIUNFO S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","CHANCHAMAYO","CHANCHAMAYO","CARRETERA MARGINAL S/N ZONA DE QUIMIRI","2026-08-07"
"9572","LOS CIRUELOS SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. LOS PROCERES DE LA INDEPENDENCIA N° 2901,MZ. I LT. 10","2026-08-09"
"9573","SERVICENTRO GERMANICO F.H. S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","SANTIAGO DE SURCO","AV. REPUBLICA DE PANAMA N° 6901-A ESQ. CON AV. MARISCAL CASTILLA","2026-08-09"
"95739","CORPORACION HA  SAC","EE.SS con GLP y GNV","LIMA","LIMA","SAN MARTIN DE PORRES","AV. ALFREDO MENDIOLA N° 6810, ESQ. CON AV. SAN MIGUEL Y CALLE SAN LUIS","2026-08-09"
"9575","RED DE COMBUSTIBLES LIQUIDOS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","JR. TARATA MZ. 1, LOTE 1, URB. LA PERLA","2026-08-08"
"95756","ESTACION DE SERVICIO TORTUGAS E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","CASMA","COMANDANTE NOEL","BALNEARIO GUAYNUMA S/N","2026-07-31"
"95758","INVERSIONES PERU COMBUSTIBLES S.A.","GRIFOS FLOTANTES","LORETO","LORETO","NAUTA","MARGEN IZQUIERDA DEL RIO MARAÑON - REFERENCIA MALECON BUENOS AIRES CON CALLE AMAZONAS","2026-08-08"
"9576","PETRONEX PERU SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. ARGENTINA N° 333 Y JR. HUASCAR N° 102 URB. CHACARITAS","2026-08-09"
"95762","GRIFO FLOTANTE CLAUDIA E.I.R.L.","GRIFOS FLOTANTES","LORETO","LORETO","NAUTA","MARGEN IZQUIERDA DEL RIO MARAÑON - REF: PASAJE NAUTA","2026-07-29"
