codigo_siniestro,fecha_siniestro,hora_siniestro,clase_siniestro,cantidad_de_fallecidos,cantidad_de_lesionados,cantidad_de_vehiculos_danados,departamento,provincia,distrito,zona,tipo_de_via,red_vial,cod_carretera,coordenadas_latitud,coordenadas_longitud,condicionclimatica,zonificacion,caracteristicas_de_via,perfil_longitudinal_via,superficie_de_calzada,existe_senal_vertical,clasificacionde_la_senal_vertical_no_1,clasificacionde_la_senal_vertical_no_2,existe_senal_horizontal,causa_factor_principal,causa_especifica
A-2021-03-326,2021-03-21,12:30,DESPISTE,1,0,0.0,LIMA,LIMA,INDEPENDENCIA,URBANA,PASAJE,URBANO,NO CORRESPONDE,-11.999400281006354,-77.0437503319536,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-03-240,2021-03-21,20:00,ATROPELLO,1,0,1.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.00193,-77.087,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-03-243,2021-03-24,09:30,CHOQUE,1,0,,LIMA,LIMA,LA MOLINA,RURAL,AVENIDA,URBANO,NO CORRESPONDE,-12.0607,-76.94719,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-03-353,2021-03-24,14:30,ATROPELLO,1,0,0.0,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.945180194293131,-76.71322899549537,SOLEADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-03-354,2021-03-26,03:50,DESPISTE,1,0,0.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.953623,-77.051583,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-03-355,2021-03-26,22:00,CHOQUE,1,0,2.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.193128,-76.935911,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-03-356,2021-03-27,17:00,CHOQUE,1,2,2.0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,NACIONAL,PE-1S,-12.244081782334527,-76.94098072336237,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-03-297,2021-03-27,23:30,DESPISTE,1,0,1.0,CALLAO,CALLAO,LA PERLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06490615771504,-77.11599952363943,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-03-357,2021-03-29,05:50,CHOQUE,1,2,2.0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.224975,-76.932972,DESPEJADO,ESCOLAR,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-03-358,2021-03-29,07:45,CHOQUE,1,0,2.0,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.183982,-77.008011,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-03-359,2021-03-29,19:00,ATROPELLO,1,0,1.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.027828,-77.001119,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-03-360,2021-03-29,20:00,DESPISTE,1,0,1.0,LIMA,LIMA,COMAS,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-11.91039907384613,-77.02092664971087,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,TROCHA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-03-361,2021-03-31,15:45,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN ISIDRO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.096617,-77.055005,SOLEADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-03-299,2021-03-31,21:40,ATROPELLO,1,0,,LIMA,LIMA,LURIN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.2617770804141,-76.8831283306641,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-04-6,2021-04-01,21:40,DESPISTE,2,5,1.0,CALLAO,CALLAO,VENTANILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.91868873071722,-77.1287114439881,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-04-219,2021-04-03,10:30,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,RURAL,AVENIDA,URBANO,NO CORRESPONDE,-12.015548,-77.052266,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-220,2021-04-06,10:20,CHOQUE,1,4,0.0,LIMA,LIMA,EL AGUSTINO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.054878,-77.004339,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-221,2021-04-07,17:00,ATROPELLO,1,0,,LIMA,LIMA,RIMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.041403,-77.020181,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-222,2021-04-07,18:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.05516205666465,-77.01369525044477,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-232,2021-04-07,18:00,ATROPELLO,1,0,,LIMA,LIMA,EL AGUSTINO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.053118221273774,-77.00628305305597,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-04-231,2021-04-07,21:20,ATROPELLO,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.83371,-77.113468,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-234,2021-04-09,08:10,DESPISTE,1,0,0.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.0208394,-77.0591224,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-233,2021-04-09,20:20,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.969483,-77.005295,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-235,2021-04-10,08:00,ATROPELLO,1,0,,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.936976,-77.057317,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-239,2021-04-10,14:30,DESPISTE,1,6,,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.046567,-77.045112,SOLEADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-04-39,2021-04-10,22:30,CHOQUE,1,2,3.0,CALLAO,CALLAO,MI PERU,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.856284191345669,-77.12128517216202,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-258,2021-04-11,04:20,CHOQUE,1,0,0.0,LIMA,LIMA,LURIN,RURAL,CARRETERA,NACIONAL,PE-1S,-12.28545,-76.87457,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-240,2021-04-11,09:40,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CALLE,URBANO,NO CORRESPONDE,-12.01158658248876,-77.00225764657088,SOLEADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-241,2021-04-13,21:40,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.016930624496403,-76.89219493519806,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-242,2021-04-14,17:40,CHOQUE,1,0,,LIMA,LIMA,PUEBLO LIBRE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.07116,-77.050526,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-243,2021-04-15,13:00,CHOQUE,1,2,,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.967223,-76.936176,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-04-244,2021-04-16,07:20,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN LUIS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.076392689319754,-76.99618090398323,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-84,2021-04-17,04:45,CHOQUE,1,3,2.0,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.061784813699616,-77.13568562333947,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-245,2021-04-19,19:45,ATROPELLO,1,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.143660765494351,-76.98169504559282,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-309,2021-04-21,08:00,ATROPELLO,1,0,0.0,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.039089714698626,-77.09487395265722,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-246,2021-04-21,10:00,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.916645,-76.969383,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-250,2021-04-22,22:00,ATROPELLO,1,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.139552,-76.981017,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-140,2021-04-25,02:15,ATROPELLO,1,0,0.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-12.050127977587698,-77.13967692583283,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-141,2021-04-25,22:00,CHOQUE,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.969749205859332,-77.12548212654109,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-252,2021-04-26,02:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.018517,-77.059519,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-310,2021-04-26,07:15,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,EL AGUSTINO,RURAL,OTRO,URBANO,NO CORRESPONDE,-12.036416235190408,-77.00151550062228,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,EMPEDRADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-253,2021-04-26,12:00,CHOQUE CON OBJETO FIJO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.009293,-77.004063,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-04-254,2021-04-26,18:20,ATROPELLO,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,-12.007427,-77.061738,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-255,2021-04-26,19:30,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-11.975217,-77.00532,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-256,2021-04-26,23:15,DESPISTE,2,2,,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,-11.980851,-76.792388,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-04-259,2021-04-28,04:30,CHOQUE,1,0,1.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.923226255573336,-77.07654145949084,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-261,2021-04-28,16:30,ATROPELLO,1,0,,LIMA,LIMA,LURIN,URBANA,CALLE,URBANO,NO CORRESPONDE,-12.28618,-76.87237,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-260,2021-04-29,00:10,CHOQUE,1,1,0.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.937824603362309,-77.07888112938127,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-04-200,2021-04-29,16:00,ATROPELLO,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.994407401910234,-77.12599190223546,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-05-124,2021-05-01,05:30,CHOQUE FUGA,1,0,0.0,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.930175,-76.69002,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-05-123,2021-05-01,15:30,ATROPELLO,1,0,0.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.962209,-77.054503,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-05-125,2021-05-02,09:00,CHOQUE,1,0,,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.053072448541595,-77.01305632819688,SOLEADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-05-126,2021-05-03,06:00,ATROPELLO,1,0,,LIMA,LIMA,EL AGUSTINO,URBANA,CARRETERA,NACIONAL,PE-1N,-12.033464037862172,-76.99048730611834,SOLEADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-127,2021-05-03,15:30,ATROPELLO,1,0,,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.905596557455068,-77.04212480216349,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-05-128,2021-05-05,21:50,ATROPELLO,1,1,,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.044108,-77.046872,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-05-129,2021-05-06,13:45,ATROPELLO,1,0,0.0,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,-11.9919966,-76.8256921,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-05-130,2021-05-09,02:00,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.17513,-76.97776,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-131,2021-05-10,22:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.965534,-77.067883,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-05-132,2021-05-14,17:45,ATROPELLO,1,0,,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.042317376940453,-76.97828863347918,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-05-80,2021-05-17,16:10,ATROPELLO,1,0,1.0,CALLAO,CALLAO,VENTANILLA,URBANA,CARRETERA,NACIONAL,PE-20,-11.904060014292073,-77.1284922344765,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-133,2021-05-18,12:00,CHOQUE,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.007770915494971,-76.85896757387667,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE
A-2021-05-134,2021-05-20,07:10,VOLCADURA,1,0,,LIMA,LIMA,LA MOLINA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.078943,-76.930904,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-05-116,2021-05-22,21:00,DESPISTE,1,0,1.0,CALLAO,CALLAO,LA PERLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06817959541864,-77.11449708038921,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-05-311,2021-05-26,07:00,CHOQUE,1,0,2.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.295693338530304,-76.85870128496227,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-05-312,2021-05-27,17:40,ATROPELLO,1,0,0.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.961375,-77.062622,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-313,2021-05-28,19:00,ATROPELLO,2,0,0.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.249579685482042,-76.9317592700767,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-314,2021-05-29,18:30,CHOQUE,1,0,2.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CALLE,URBANO,NO CORRESPONDE,-11.939689,-77.002096,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-05-315,2021-05-31,08:20,ATROPELLO,1,0,0.0,LIMA,LIMA,CHORRILLOS,URBANA,CALLE,URBANO,NO CORRESPONDE,-12.16852548054847,-77.02117475237579,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-06-100,2021-06-01,08:15,ATROPELLO,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.954411,-77.076149,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-06-101,2021-06-01,10:00,ATROPELLO,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.839958,-77.105521,SOLEADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-06-102,2021-06-01,21:30,CHOQUE,1,0,0.0,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,-11.995138,-76.832106,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-06-293,2021-06-03,04:40,ATROPELLO FUGA,1,0,,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.047462887228148,-77.0874816745895,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-06-103,2021-06-03,13:10,CHOQUE,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.23578,-76.9232,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
