codigo_siniestro,fecha_siniestro,hora_siniestro,clase_siniestro,cantidad_de_fallecidos,cantidad_de_lesionados,cantidad_de_vehiculos_danados,departamento,provincia,distrito,zona,tipo_de_via,red_vial,cod_carretera,coordenadas_latitud,coordenadas_longitud,condicionclimatica,zonificacion,caracteristicas_de_via,perfil_longitudinal_via,superficie_de_calzada,existe_senal_vertical,clasificacionde_la_senal_vertical_no_1,clasificacionde_la_senal_vertical_no_2,existe_senal_horizontal,causa_factor_principal,causa_especifica
A-2023-07-139,2023-07-13,22:10,ATROPELLO,1,0,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.22118669,-76.92032899,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-07-140,2023-07-14,09:20,CHOQUE,1,0,,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06746168,-77.07770363,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-07-141,2023-07-16,03:50,CHOQUE,1,0,,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.05411824,-77.06161635,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-142,2023-07-18,14:30,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0304736,-77.0897219,DESPEJADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-143,2023-07-21,05:50,CHOQUE,1,0,,LIMA,LIMA,PACHACAMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.11591772,-76.87325995,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-144,2023-07-22,19:30,ATROPELLO,1,0,,LIMA,LIMA,PUNTA NEGRA,URBANA,CARRETERA,NACIONAL,PE-1S,-12.368523,-76.787539,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-07-145,2023-07-22,20:30,ATROPELLO,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.87928921,-77.01916338,DESPEJADO,COMERCIAL,SINUOSA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-146,2023-07-22,21:10,CHOQUE,1,0,,LIMA,LIMA,LA MOLINA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.07604295,-76.96193408,DESPEJADO,ESCOLAR,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-147,2023-07-23,04:40,ATROPELLO,1,0,,LIMA,LIMA,INDEPENDENCIA,URBANA,CARRETERA,NACIONAL,PE-1N,-12.00245,-77.062072,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-148,2023-07-25,14:00,DESPISTE,1,0,,LIMA,LIMA,EL AGUSTINO,URBANA,CARRETERA,NACIONAL,PE-1N,-12.03025778,-76.9939365,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-149,2023-07-25,14:30,ATROPELLO,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.19279072,-77.01958017,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-150,2023-07-26,07:40,CHOQUE,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.88595174,-77.03517614,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-90,2023-07-26,22:00,CHOQUE,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0487186,-77.10384117,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-152,2023-07-27,11:10,DESPISTE,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.19210476,-76.97262969,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-151,2023-07-27,11:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,CALLE,URBANO,NO CORRESPONDE,-11.88194414,-77.05194375,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-153,2023-07-29,06:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.1963004,-76.95351318,DESPEJADO,ESCOLAR,TRAMO RECTO,INCLINADA,ASFALTADA,SI,INFORMATIVA (I),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-154,2023-07-29,22:30,CHOQUE,2,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.091023,-76.980921,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-85,2023-08-01,11:10,CHOQUE,1,0,,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9111118,-77.0456108,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-86,2023-08-04,06:40,CHOQUE,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.19513605,-76.93483296,DESPEJADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-08-151,2023-08-05,10:00,ATROPELLO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0556569644965,-77.1219702779311,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-08-89,2023-08-06,20:20,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.05378017,-76.96227819,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-87,2023-08-07,00:45,ATROPELLO FUGA,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.938314,-77.071641,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-88,2023-08-07,06:50,ATROPELLO,1,0,,LIMA,LIMA,LURIN,RURAL,CARRETERA,NACIONAL,PE-1S,-12.254212,-76.924951,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-90,2023-08-07,22:20,VOLCADURA,1,1,,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06408577,-77.03599514,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-91,2023-08-09,16:15,CHOQUE,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06591763587288,-77.0289471205931,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-08-92,2023-08-09,19:10,ATROPELLO,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.88095939,-77.02393787,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-93,2023-08-11,09:25,ATROPELLO,1,0,,LIMA,LIMA,BREÑA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06113015,-77.05892623,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-94,2023-08-13,05:00,CHOQUE,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.011613,-76.876304,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-95,2023-08-14,06:00,ATROPELLO,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.06071248,-77.02647054,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-96,2023-08-14,23:30,CHOQUE,1,0,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.19676413,-76.93102825,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-97,2023-08-16,15:40,CHOQUE,1,0,,LIMA,LIMA,EL AGUSTINO,URBANA,CARRETERA,NACIONAL,PE-1N,-12.03279648,-77.00686784,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-98,2023-08-17,11:45,ATROPELLO,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.16908081,-77.02416704,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-118,2023-08-18,06:45,ATROPELLO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0641523,-77.138997717,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2023-08-99,2023-08-18,21:30,DESPISTE,1,0,,LIMA,LIMA,LURIN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.30408959,-76.84316617,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-166,2023-08-19,07:00,CHOQUE,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.98315509838056,-77.07966002674941,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-08-100,2023-08-20,15:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.02564931,-76.90920613,DESPEJADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-167,2023-08-20,17:40,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.001226580551332,-77.00844749726086,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-08-101,2023-08-22,15:40,ATROPELLO,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.18818487,-76.98271302,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-102,2023-08-23,06:30,CHOQUE,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.18911486,-77.00724272,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-103,2023-08-24,07:50,ATROPELLO,1,1,,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.939304132426711,-77.05897165967541,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-105,2023-08-24,15:00,ATROPELLO,1,0,,LIMA,LIMA,RIMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.02700385,-77.03336397,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-104,2023-08-24,23:00,DESPISTE,1,0,,LIMA,LIMA,PUNTA HERMOSA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.30941225,-76.83738474,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-08-152,2023-08-26,19:30,ATROPELLO,1,0,,CALLAO,CALLAO,LA PERLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0641805125851,-77.1121754695252,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2023-08-106,2023-08-27,02:30,CHOQUE,1,3,,LIMA,LIMA,PUENTE PIEDRA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.85751839,-77.06821782,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-107,2023-08-27,07:46,DESPISTE,1,4,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.010752,-76.873678,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-108,2023-08-27,17:45,DESPISTE,1,3,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.01482726,-76.83918934,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-110,2023-08-28,08:30,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06314424,-76.9827365,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-109,2023-08-28,08:40,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.03186558,-77.07592757,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-111,2023-08-28,20:50,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.98617786,-77.08302674,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-112,2023-08-28,22:30,CHOQUE,1,1,,LIMA,LIMA,PACHACAMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.12320828,-76.87235478,DESPEJADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-113,2023-08-29,19:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,NACIONAL,PE-1S,-12.19290933,-76.97250582,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-114,2023-08-30,20:07,ATROPELLO,1,0,,LIMA,LIMA,SAN BORJA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.08751717,-76.99655155,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-115,2023-08-31,02:30,ATROPELLO,2,1,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.866991,-77.072848,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-116,2023-08-31,18:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9412863,-77.05019059,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-117,2023-08-31,23:20,DESPISTE,1,1,,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,-11.981428,-76.794622,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-84,2023-09-02,01:45,DESPISTE,1,0,,LIMA,LIMA,SAN BORJA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0884082,-77.00519157,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-85,2023-09-02,20:56,ATROPELLO,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.8645445,-77.01586153,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-120,2023-09-08,11:00,CHOQUE,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.03111589,-77.08406933,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-121,2023-09-08,18:00,CHOQUE,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.21545873,-76.92889863,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-122,2023-09-08,23:50,ATROPELLO,1,0,,LIMA,LIMA,MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.12627945,-77.01810026,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,NO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-09-124,2023-09-09,06:30,CHOQUE,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.18818944,-76.97369258,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-125,2023-09-10,18:20,ATROPELLO,1,0,,LIMA,LIMA,BREÑA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.05928678,-77.04611754,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-123,2023-09-11,03:40,ATROPELLO,2,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.85076964,-77.0919663,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-126,2023-09-13,00:30,ATROPELLO,1,0,,LIMA,LIMA,RIMAC,URBANA,CARRETERA,NACIONAL,PE-1N,-12.04306636,-77.02281888,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-127,2023-09-14,09:00,CHOQUE,1,23,,LIMA,LIMA,PUNTA NEGRA,RURAL,CARRETERA,NACIONAL,PE-1S,-12.355944,-76.800663,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-128,2023-09-14,18:00,CHOQUE,1,2,,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.94939127,-76.72162645,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-129,2023-09-15,19:40,CHOQUE FUGA,3,0,,LIMA,LIMA,SAN LUIS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0685103,-76.99195231,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-130,2023-09-16,01:40,CHOQUE,1,0,,LIMA,LIMA,SAN BORJA,URBANA,CARRETERA,NACIONAL,PE-1S,-12.10280091,-76.97927519,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-131,2023-09-16,17:30,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.017053,-76.892538,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-09-132,2023-09-16,19:50,CHOQUE,1,0,,LIMA,LIMA,SAN BORJA,URBANA,CARRETERA,NACIONAL,PE-1S,-12.10124,-76.979505,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-133,2023-09-19,06:00,CHOQUE,1,0,,LIMA,LIMA,LIMA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.05112478,-77.03211089,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-134,2023-09-19,08:00,CAÍDA DE PASAJERO,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.144557,-76.981742,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-135,2023-09-21,11:20,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-12.023776,-76.961846,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-09-137,2023-09-22,09:45,CHOQUE,1,1,,LIMA,LIMA,LIMA,URBANA,CARRETERA,NACIONAL,PE-1N,-12.03497018,-77.01010964,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
